aX,aY,aZ,gX,gY,gZ
0.883,0.294,0.089,26.794,-3.662,-8.362

1.421,-0.721,-0.705,6.287,6.958,0.977
1.437,-0.870,-0.845,9.521,5.432,-3.723
1.417,-0.980,-0.954,11.108,-0.916,-12.085
1.406,-1.132,-1.048,10.925,-9.033,-20.508
1.339,-1.267,-1.129,9.033,-17.212,-22.888
1.332,-1.417,-1.220,8.789,-21.851,-19.836
1.350,-1.545,-1.303,8.240,-23.071,-9.888
1.373,-1.624,-1.282,9.338,-25.757,3.540
1.204,-1.656,-1.155,22.705,-38.513,16.052
1.001,-1.659,-1.078,55.420,-61.951,31.433
0.845,-1.586,-1.073,99.548,-83.862,55.786
0.611,-1.331,-1.180,144.409,-101.257,80.811
0.807,-0.818,-1.503,181.763,-116.455,96.863
0.848,-0.154,-1.901,176.514,-120.056,79.224
0.415,0.246,-2.095,106.445,-119.202,40.955
0.017,0.365,-1.773,-23.499,-125.183,27.405
-0.328,0.423,-0.839,-171.814,-124.329,43.762
-0.722,0.418,0.221,-280.457,-105.286,75.256
-0.925,0.416,0.947,-304.810,-83.435,127.747
-0.995,0.649,1.299,-251.831,-80.505,185.547
-0.891,1.104,1.476,-168.396,-103.088,221.558
-0.547,1.597,1.627,-99.243,-123.718,228.210
-0.228,2.068,1.643,-57.251,-124.756,204.102
-0.042,2.303,1.582,-41.504,-109.741,160.767
-0.337,2.501,1.362,-48.340,-106.995,122.864
-0.083,2.507,1.312,-58.777,-116.821,118.774
0.617,2.464,1.418,-101.318,-119.141,144.958
0.901,2.048,1.494,-129.028,-71.167,145.630
1.125,1.536,1.604,-141.418,-52.002,119.690
1.331,1.131,1.715,-116.211,-64.270,72.388
1.447,0.891,1.773,-61.462,-79.895,12.634
1.425,0.786,1.667,-2.197,-82.703,-36.499
1.407,0.761,1.458,35.217,-63.477,-59.265
1.263,0.757,1.151,53.406,-24.780,-59.387
1.120,0.740,0.784,58.594,16.846,-44.922
1.141,0.809,0.590,48.401,42.664,-26.428
0.948,0.860,0.383,37.170,61.096,-21.606
0.745,0.874,0.172,30.029,69.580,-26.306
0.590,0.894,0.016,24.353,66.956,-28.809
0.448,0.827,-0.067,16.846,63.660,-29.114
0.366,0.710,-0.074,5.737,59.448,-28.076
0.396,0.581,-0.056,1.831,52.124,-26.917
0.421,0.479,-0.003,6.592,42.786,-26.672
0.417,0.401,-0.006,15.686,33.020,-27.527
0.409,0.376,-0.080,25.208,24.902,-23.437
0.446,0.435,-0.134,27.283,18.250,-9.949
0.552,0.519,-0.153,19.592,15.747,9.338
0.724,0.616,-0.058,3.052,16.418,27.100
0.806,0.641,0.029,-8.789,16.296,33.875
0.883,0.613,0.111,-12.146,9.094,28.931
0.900,0.555,0.185,-7.385,-3.418,14.954
0.905,0.501,0.244,-1.587,-15.442,0.000
0.880,0.422,0.236,6.836,-19.592,-7.751
0.885,0.377,0.202,15.686,-14.343,-7.202
0.902,0.390,0.181,19.836,-4.944,-1.465
0.893,0.424,0.141,21.667,5.615,5.676
0.909,0.510,0.076,20.630,13.428,12.573
0.997,0.605,0.057,15.015,16.663,16.541
1.048,0.641,0.063,3.662,16.785,14.221
1.045,0.620,0.071,-6.104,13.489,5.737
1.036,0.596,0.112,-12.390,6.104,-4.333
1.021,0.547,0.144,-15.625,-2.747,-15.991
0.996,0.475,0.195,-17.761,-10.315,-27.466
0.942,0.399,0.268,-18.677,-14.343,-33.386
0.898,0.344,0.333,-16.174,-12.085,-32.349
0.866,0.308,0.353,-10.132,-5.249,-25.452
0.867,0.309,0.350,-4.517,3.296,-15.686
0.848,0.318,0.287,-0.366,10.010,-8.057
0.870,0.337,0.236,3.479,11.353,-4.272
0.887,0.380,0.209,4.456,9.033,-3.113
0.915,0.378,0.175,3.906,6.958,-4.150
0.911,0.381,0.153,0.793,5.066,-6.470
0.895,0.379,0.155,-4.272,4.944,-8.606
0.875,0.371,0.177,-10.925,5.920,-9.155
0.870,0.331,0.207,-16.479,6.714,-8.118
0.864,0.294,0.256,-17.151,7.690,-6.348
0.853,0.257,0.286,-11.719,9.094,-4.333
0.851,0.241,0.280,-4.089,9.583,-0.977
0.859,0.257,0.255,3.235,9.888,2.808
0.853,0.303,0.209,9.888,9.827,6.775
0.874,0.353,0.176,12.573,9.583,11.230
0.882,0.386,0.144,11.719,10.376,14.954
0.890,0.408,0.126,7.690,11.108,17.090
0.895,0.418,0.124,2.441,11.169,17.700
0.884,0.413,0.146,-2.258,10.315,15.869
0.884,0.399,0.172,-5.798,7.996,12.939
0.890,0.394,0.210,-7.568,4.517,9.399
0.891,0.386,0.240,-6.226,0.916,5.066
0.900,0.355,0.267,-1.648,-1.709,0.671
0.912,0.311,0.269,6.897,-3.906,-2.563
0.882,0.313,0.238,17.334,-3.540,-3.357
0.860,0.351,0.194,23.010,-2.136,-0.061
0.868,0.374,0.162,22.339,1.587,6.287
0.872,0.412,0.142,17.395,7.935,13.489
0.919,0.448,0.131,11.047,12.939,18.433
0.955,0.479,0.127,4.822,15.442,18.555
0.953,0.478,0.133,1.526,15.137,12.756
0.932,0.465,0.151,2.991,9.277,3.296
0.922,0.433,0.163,7.690,0.427,-5.554
0.908,0.415,0.185,10.498,-3.967,-11.108
0.897,0.387,0.196,10.132,-3.235,-11.414
0.894,0.380,0.201,9.399,0.977,-7.751
0.873,0.388,0.200,9.033,4.150,-3.235
0.885,0.379,0.163,9.583,6.409,0.488
0.887,0.390,0.130,10.803,7.202,3.174
0.901,0.401,0.123,10.986,5.615,4.089
0.895,0.410,0.118,10.376,4.028,3.418
0.898,0.412,0.116,9.766,1.892,2.258
0.895,0.414,0.119,9.338,-1.465,0.977
0.909,0.415,0.118,9.094,-5.493,-1.099
0.919,0.423,0.134,7.751,-8.911,-3.601
0.904,0.437,0.175,4.761,-8.606,-6.287
0.897,0.403,0.199,2.502,-6.042,-9.216
0.888,0.358,0.207,4.456,-3.296,-9.766
0.896,0.346,0.224,7.263,-1.282,-8.667
0.889,0.345,0.210,11.047,1.831,-6.775
0.887,0.347,0.177,15.076,5.371,-4.028
0.908,0.363,0.151,16.296,6.836,-0.061
0.914,0.394,0.130,16.479,8.301,3.479

