aX,aY,aZ,gX,gY,gZ
1.112,0.935,0.677,68.054,-54.443,56.641
1.129,1.062,0.691,85.022,-54.749,55.420
1.086,1.165,0.750,83.740,-49.744,53.162
1.009,1.191,0.803,67.566,-41.504,50.415
0.888,1.196,0.896,37.292,-26.855,52.673
0.726,1.209,1.063,1.648,-8.728,61.157
0.591,1.231,1.229,-26.917,5.981,69.946
0.515,1.270,1.330,-43.274,15.930,72.693
0.373,1.306,1.372,-51.147,17.944,64.087
0.196,1.317,1.328,-50.537,16.418,46.448
0.029,1.287,1.251,-48.645,12.878,23.315
-0.192,1.206,1.220,-50.781,5.859,0.610
-0.455,1.062,1.210,-59.326,0.916,-16.113
-0.716,0.892,1.201,-72.510,-2.625,-25.635
-0.880,0.719,1.234,-79.102,-8.789,-30.151
-0.978,0.603,1.270,-76.355,-11.658,-31.311
-1.107,0.537,1.263,-66.223,-10.559,-32.471
-1.204,0.467,1.162,-47.241,-9.583,-37.964
-1.250,0.412,1.024,-25.391,-11.658,-44.983
-1.230,0.366,0.891,-8.057,-14.526,-50.415
-1.202,0.328,0.739,1.648,-12.512,-53.040
-1.151,0.309,0.593,4.578,-5.920,-51.941
-1.138,0.308,0.468,0.793,1.892,-47.607
-1.125,0.294,0.362,-8.667,9.216,-41.870
-1.072,0.300,0.308,-20.264,13.245,-34.424
-1.001,0.308,0.282,-28.198,19.470,-27.466
-0.986,0.321,0.241,-29.053,26.428,-23.499
-0.931,0.315,0.191,-21.973,28.809,-23.132
-0.866,0.341,0.180,-16.479,25.208,-25.452
-0.811,0.378,0.239,-16.113,19.897,-27.344
-0.767,0.373,0.293,-17.151,15.808,-26.855
-0.697,0.353,0.367,-19.226,11.475,-25.696
-0.612,0.352,0.410,-18.005,8.545,-23.804
-0.553,0.372,0.421,-10.437,11.414,-20.752
-0.490,0.404,0.403,-2.136,17.822,-19.043
-0.472,0.453,0.373,3.906,21.484,-18.799
-0.470,0.499,0.326,10.376,22.888,-19.226
-0.437,0.550,0.276,15.076,22.949,-17.883
-0.387,0.609,0.245,13.794,23.560,-14.282
-0.353,0.671,0.244,5.798,27.222,-9.827
-0.323,0.727,0.268,-1.648,30.640,-6.104
-0.297,0.741,0.294,-6.531,30.884,-5.554
-0.257,0.710,0.310,-9.521,28.381,-9.216
-0.248,0.679,0.326,-12.390,24.353,-14.465
-0.254,0.622,0.358,-13.672,19.592,-20.203
-0.264,0.557,0.427,-13.672,14.709,-23.254
-0.268,0.507,0.455,-11.658,13.611,-21.301
-0.251,0.487,0.496,-9.277,14.954,-14.587
-0.242,0.518,0.531,-6.470,14.954,-7.935
-0.209,0.550,0.528,-0.549,14.709,-2.441
-0.157,0.600,0.531,5.920,12.451,1.038
-0.113,0.656,0.511,10.864,9.399,1.526
-0.104,0.696,0.478,15.320,8.118,-0.061
-0.120,0.736,0.465,16.052,7.751,-1.892
-0.118,0.758,0.471,12.512,6.958,-2.808
-0.118,0.762,0.501,5.798,6.897,-2.563
-0.105,0.750,0.507,-0.977,8.240,-1.892
-0.087,0.735,0.514,-6.409,9.216,-1.343
-0.067,0.715,0.524,-10.437,8.667,-1.770
-0.048,0.694,0.548,-12.329,6.287,-3.052
-0.037,0.677,0.573,-11.353,4.517,-4.089
-0.042,0.669,0.586,-8.728,3.052,-4.333
-0.067,0.673,0.590,-5.188,2.380,-3.906
-0.078,0.692,0.583,-1.221,2.686,-1.587
-0.064,0.723,0.574,1.465,2.502,1.709
-0.054,0.751,0.567,1.709,2.747,4.883
-0.039,0.783,0.575,-0.061,4.089,7.202
-0.035,0.820,0.585,-1.831,5.310,7.263
-0.010,0.821,0.573,-0.793,6.104,6.165
-0.000,0.821,0.573,-0.488,6.958,3.906
0.003,0.813,0.572,-1.038,7.263,0.916
-0.001,0.789,0.563,-0.061,6.592,-2.136
-0.005,0.803,0.555,1.099,5.859,-3.967
-0.041,0.786,0.531,2.136,5.798,-4.944
-0.078,0.781,0.534,1.099,4.456,-4.944
-0.089,0.777,0.542,0.122,2.502,-4.211
-0.085,0.763,0.559,-0.244,0.610,-2.625
-0.078,0.757,0.569,0.244,0.244,-0.610
-0.064,0.755,0.572,1.892,0.549,1.160
-0.037,0.759,0.566,4.517,-0.366,2.075
-0.021,0.772,0.569,6.592,-0.977,2.319
-0.009,0.795,0.567,7.812,-0.488,2.991
-0.001,0.820,0.564,7.874,0.488,3.967
0.007,0.836,0.559,6.470,1.770,4.272
0.018,0.824,0.516,3.601,2.563,4.333
-0.011,0.876,0.569,-3.845,2.258,4.028
-0.028,0.876,0.588,-4.822,2.563,2.869
-0.016,0.834,0.573,-2.441,2.625,2.258
-0.015,0.826,0.578,-1.221,2.625,2.258
-0.000,0.802,0.569,0.122,2.197,1.587
0.005,0.795,0.566,1.526,0.732,1.099
0.000,0.797,0.565,1.831,0.183,1.343
0.001,0.797,0.570,1.282,0.305,2.136
-0.004,0.799,0.577,0.366,0.793,2.808
-0.004,0.801,0.582,0.061,1.648,2.380
-0.010,0.800,0.587,0.977,2.502,0.916
-0.015,0.792,0.583,3.113,2.502,-1.587
-0.022,0.781,0.567,5.859,2.380,-3.418
-0.024,0.781,0.558,8.240,2.319,-4.211
-0.033,0.777,0.553,8.911,2.747,-4.272
-0.035,0.777,0.556,8.118,3.601,-3.845
-0.032,0.783,0.550,7.629,4.822,-2.441
-0.022,0.789,0.545,6.958,4.456,-0.916
-0.010,0.786,0.543,6.653,3.479,-0.122
-0.029,0.771,0.541,5.981,3.235,0.183
-0.024,0.785,0.546,6.287,2.625,0.977
-0.025,0.787,0.556,7.812,1.038,-0.671
-0.037,0.777,0.553,8.667,0.854,-2.625
-0.046,0.769,0.545,9.277,0.671,-3.662
-0.045,0.755,0.542,9.705,-0.732,-3.540
-0.047,0.748,0.547,9.338,-1.282,-2.502
-0.042,0.744,0.550,8.179,-0.671,-1.282
-0.035,0.744,0.553,6.409,-0.244,-0.366
-0.031,0.746,0.569,3.601,0.427,1.282
-0.020,0.746,0.597,1.892,2.136,2.991
-0.008,0.763,0.606,1.709,4.822,4.517

