aX,aY,aZ,gX,gY,gZ
0.302,-0.904,-0.302,-8.789,0.427,0.122
0.294,-0.911,-0.303,-8.911,2.258,0.488
0.284,-0.911,-0.311,-12.024,2.258,1.892
0.279,-0.905,-0.312,-15.381,1.953,3.540
0.281,-0.906,-0.322,-16.785,0.488,4.944
0.309,-0.900,-0.319,-18.982,-1.221,5.493
0.313,-0.908,-0.306,-21.790,-2.686,4.761
0.307,-0.923,-0.298,-23.315,-3.723,3.113
0.287,-0.929,-0.299,-24.048,-4.211,1.892
0.255,-0.944,-0.298,-26.001,-3.235,0.854
0.233,-0.939,-0.300,-29.297,-0.305,1.648
0.216,-0.936,-0.297,-32.715,3.601,3.784
0.229,-0.935,-0.289,-35.767,6.775,7.202
0.271,-0.926,-0.255,-39.368,6.653,10.620
0.327,-0.906,-0.193,-42.236,2.014,12.451
0.386,-0.884,-0.123,-43.030,-5.859,10.620
0.417,-0.896,-0.067,-40.527,-14.404,4.639
0.414,-0.924,-0.037,-35.095,-20.447,-2.258
0.400,-0.946,-0.038,-29.968,-22.095,-5.798
0.384,-0.957,-0.044,-28.381,-18.799,-7.019
0.345,-0.966,-0.053,-27.649,-13.245,-6.531
0.315,-0.979,-0.064,-26.855,-6.897,-4.517
0.311,-0.974,-0.068,-27.283,-1.099,-1.465

0.863,-0.009,1.952,78.125,-88.989,-59.509
0.837,-0.039,2.083,101.318,-89.722,-62.927
0.800,-0.024,2.161,126.099,-82.397,-61.523
0.787,-0.039,2.153,144.531,-65.491,-56.702
0.743,-0.046,2.119,159.546,-41.870,-51.941
0.680,-0.056,2.043,171.448,-17.578,-46.570
0.642,-0.026,1.926,182.251,1.648,-39.673
0.638,0.035,1.800,191.528,15.991,-33.447
0.633,0.097,1.714,197.083,22.217,-31.311
0.613,0.144,1.674,200.500,16.174,-34.607
0.586,0.170,1.661,205.627,4.883,-40.833
0.551,0.179,1.667,212.219,-4.883,-47.058
0.501,0.184,1.672,219.910,-11.475,-50.354
0.460,0.192,1.645,228.027,-10.132,-50.781
0.447,0.209,1.590,234.192,-1.160,-49.011
0.434,0.241,1.583,234.802,9.155,-47.485
0.410,0.246,1.588,235.413,13.306,-49.194
0.378,0.248,1.591,239.868,7.996,-53.284
0.359,0.265,1.585,244.934,-0.244,-57.556
0.297,0.233,1.569,247.070,-0.610,-62.744
0.207,0.180,1.542,247.437,6.165,-64.270
0.112,0.131,1.463,248.840,18.433,-58.777
0.078,0.129,1.317,252.625,35.278,-47.546
0.099,0.187,1.135,252.991,56.274,-36.133
0.100,0.208,0.967,244.873,79.468,-31.250
0.098,0.191,0.868,233.521,94.055,-31.128
0.125,0.223,0.795,227.112,91.064,-33.447
0.161,0.235,0.685,225.952,81.238,-42.236
0.179,0.197,0.598,223.267,72.021,-56.152
0.168,0.148,0.575,217.773,61.462,-68.359
0.149,0.071,0.570,215.698,47.363,-76.294
0.145,0.029,0.587,217.407,32.898,-76.843
0.170,0.017,0.591,222.168,23.682,-72.205
0.157,-0.027,0.574,225.952,25.635,-66.467
0.170,-0.036,0.545,227.905,36.926,-57.251
0.167,-0.022,0.495,227.905,50.171,-47.546
0.178,-0.016,0.384,228.516,65.002,-40.833
0.189,-0.001,0.244,227.295,78.430,-38.269
0.195,-0.022,0.081,223.450,85.144,-40.344
0.222,-0.037,-0.016,214.966,82.825,-46.326
0.210,-0.104,-0.046,204.773,68.359,-54.932
0.180,-0.161,-0.094,201.294,45.349,-62.073
0.181,-0.191,-0.179,202.820,25.330,-65.918
0.170,-0.253,-0.222,200.684,13.794,-67.932
0.121,-0.308,-0.228,195.557,6.104,-65.247
0.105,-0.314,-0.257,193.237,3.845,-58.411
0.111,-0.322,-0.289,189.453,11.902,-51.880
0.058,-0.370,-0.342,184.387,25.635,-46.997
0.015,-0.404,-0.460,182.373,39.490,-40.710
0.011,-0.386,-0.619,179.321,50.476,-33.630
0.012,-0.384,-0.774,170.044,60.120,-29.480
-0.023,-0.425,-0.894,155.823,66.467,-28.809
-0.075,-0.466,-0.980,142.761,63.965,-27.405
-0.116,-0.487,-1.029,132.568,53.894,-23.621
-0.140,-0.501,-1.038,125.977,40.771,-18.433
-0.158,-0.532,-1.054,125.610,22.156,-12.878
-0.104,-0.475,-1.093,129.395,-1.770,-6.714
0.000,-0.395,-1.156,129.150,-21.851,-4.761
0.074,-0.407,-1.230,118.469,-28.259,-10.742
0.095,-0.501,-1.229,96.497,-25.696,-20.264
0.099,-0.582,-1.119,68.604,-23.499,-23.926
0.075,-0.655,-0.968,42.419,-23.010,-22.095
0.077,-0.711,-0.812,25.269,-23.254,-17.395
0.103,-0.774,-0.685,15.198,-22.217,-11.292
0.128,-0.826,-0.568,7.690,-19.043,-5.432
0.128,-0.877,-0.459,2.686,-16.357,-0.488
0.151,-0.910,-0.364,1.648,-15.869,4.028
0.184,-0.922,-0.323,2.869,-17.212,7.263
0.221,-0.903,-0.307,1.282,-14.709,7.629
0.220,-0.911,-0.322,-4.883,-4.578,4.944
0.188,-0.951,-0.327,-12.817,8.118,0.977
0.167,-0.948,-0.355,-17.822,16.479,0.732
0.180,-0.929,-0.398,-20.691,20.020,1.465
0.189,-0.921,-0.432,-24.231,18.311,-0.977
0.177,-0.939,-0.453,-25.757,11.414,-4.761
0.171,-0.960,-0.435,-24.536,0.916,-7.751
0.161,-0.974,-0.400,-23.254,-8.423,-8.911
0.146,-0.994,-0.367,-20.813,-14.709,-7.751
0.144,-1.001,-0.326,-18.860,-16.663,-4.395
0.156,-1.000,-0.292,-17.700,-15.076,0.977
0.180,-0.992,-0.279,-17.273,-10.986,6.775
0.210,-0.972,-0.287,-18.494,-6.165,11.230
0.244,-0.948,-0.316,-21.179,-1.709,13.611
0.259,-0.956,-0.338,-24.841,2.441,13.306
0.284,-0.951,-0.338,-28.809,2.075,12.207
0.281,-0.941,-0.334,-30.701,-3.113,9.338
0.251,-0.966,-0.303,-30.151,-9.583,5.127
0.222,-0.987,-0.235,-29.602,-14.404,3.296
0.210,-0.990,-0.182,-27.466,-15.503,4.456
0.200,-0.992,-0.148,-23.499,-13.916,7.385
0.191,-0.982,-0.122,-19.897,-8.240,11.658
0.198,-0.972,-0.113,-15.808,-1.282,15.625
0.237,-0.979,-0.115,-11.536,5.798,17.517
0.279,-0.953,-0.149,-7.812,10.071,20.691
0.306,-0.946,-0.182,-6.042,11.353,20.874
0.313,-0.949,-0.186,-4.089,8.606,16.052
0.294,-0.954,-0.190,2.075,3.845,11.658
0.283,-0.963,-0.203,15.137,-0.549,8.362
0.258,-0.966,-0.189,30.518,-2.563,7.385
0.234,-0.980,-0.191,43.091,-1.465,10.437
0.228,-0.991,-0.190,50.537,2.075,14.160
0.232,-1.000,-0.194,53.406,5.310,18.188
0.267,-0.979,-0.233,52.673,8.789,22.156
0.318,-0.935,-0.290,45.654,14.832,22.888
0.359,-0.923,-0.326,33.203,22.644,17.944
0.356,-0.936,-0.333,22.888,25.330,10.437
0.340,-0.946,-0.361,15.991,20.691,3.052
0.322,-0.947,-0.391,9.460,11.780,-2.747
0.305,-0.950,-0.386,3.662,4.333,-5.676
0.276,-0.951,-0.348,-0.122,-0.671,-7.324
0.246,-0.977,-0.327,-0.366,-3.540,-8.057
0.232,-0.982,-0.308,0.305,-4.944,-6.348
0.222,-0.982,-0.282,0.427,-5.005,-4.028
0.218,-0.979,-0.274,1.099,-3.967,-1.160
0.234,-0.960,-0.276,1.648,-2.502,2.075
0.248,-0.944,-0.278,-0.122,0.610,3.723
0.265,-0.920,-0.282,-3.418,5.310,3.174
0.263,-0.917,-0.292,-6.470,9.583,0.854
0.251,-0.921,-0.311,-7.751,11.536,-1.282
